Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price,Engine size_win,Year of manufacture_win,Mileage_win,Price_win
Ford,Fiesta,1.4,Petrol,1998,185501,1723,1.4,1998,185501.0,1723.0
VW,Passat,1.6,Diesel,1994,196159,2049,1.6,1994,196159.0,2049.0
VW,Polo,1.6,Diesel,2013,69172,13309,1.6,2013,69172.0,13309.0
Ford,Fiesta,1.2,Petrol,1994,226171,852,1.2,1994,226171.0,852.0
Toyota,Yaris,1.0,Petrol,2003,106230,4468,1.0,2003,106230.0,4468.0
Ford,Focus,1.0,Hybrid,2017,32956,27812,1.0,2017,32956.0,27812.0
Ford,Fiesta,1.4,Petrol,1998,109860,3184,1.4,1998,109860.0,3184.0
Toyota,Yaris,1.2,Petrol,1998,212172,1461,1.2,1998,212172.0,1461.0
Toyota,Yaris,1.4,Hybrid,2004,145524,4995,1.4,2004,145524.0,4995.0
BMW,X3,2.4,Diesel,2000,130566,7168,2.4,2000,130566.0,7168.0
Ford,Focus,2.0,Petrol,2011,97526,14381,2.0,2011,97526.0,14381.0
Toyota,Prius,1.8,Hybrid,2008,81273,15616,1.8,2008,81273.0,15616.0
BMW,M5,4.0,Petrol,2014,17190,82526,2.9000000000000004,2014,17190.0,42975.125
Porsche,718 Cayman,4.0,Petrol,2005,144471,12679,2.9000000000000004,2005,144471.0,12679.0
VW,Passat,1.6,Diesel,2008,74472,13611,1.6,2008,74472.0,13611.0
Toyota,Yaris,1.4,Hybrid,2011,53921,15510,1.4,2011,53921.0,15510.0
VW,Passat,1.4,Diesel,1996,120450,4098,1.4,1996,120450.0,4098.0
Toyota,Prius,1.8,Hybrid,2006,143445,8557,1.8,2006,143445.0,8557.0
Toyota,Yaris,1.2,Hybrid,1991,171700,1564,1.2,1991,171700.0,1564.0
BMW,Z4,2.2,Petrol,1993,104241,4773,2.2,1993,104241.0,4773.0
VW,Golf,1.4,Petrol,1993,202248,1299,1.4,1993,202248.0,1299.0
VW,Passat,1.8,Diesel,2013,61519,21957,1.8,2013,61519.0,21957.0
Ford,Focus,2.0,Diesel,1999,191320,3187,2.0,1999,191320.0,3187.0
VW,Polo,1.4,Petrol,1994,196317,1232,1.4,1994,196317.0,1232.0
Porsche,718 Cayman,4.0,Petrol,2021,5968,93659,2.9000000000000004,2021,5968.0,42975.125
VW,Passat,1.8,Diesel,2014,50595,25161,1.8,2014,50595.0,25161.0
Ford,Fiesta,1.2,Petrol,2011,58617,10030,1.2,2011,58617.0,10030.0
Toyota,Yaris,1.4,Petrol,2015,48668,17439,1.4,2015,48668.0,17439.0
Ford,Mondeo,2.0,Hybrid,2009,64083,18858,2.0,2009,64083.0,18858.0
Toyota,Prius,1.8,Hybrid,1992,211952,1875,1.8,1992,211952.0,1875.0
VW,Golf,1.2,Diesel,2011,116485,8531,1.2,2011,116485.0,8531.0
Ford,Fiesta,1.0,Petrol,2004,80135,4974,1.0,2004,80135.0,4974.0
VW,Polo,2.0,Petrol,2009,84771,9757,2.0,2009,84771.0,9757.0
Toyota,RAV4,1.8,Hybrid,1985,308779,562,1.8,1985,308779.0,562.0
VW,Golf,1.2,Diesel,2002,154380,3465,1.2,2002,154380.0,3465.0
BMW,M5,4.0,Petrol,2016,61182,72537,2.9000000000000004,2016,61182.0,42975.125
Toyota,RAV4,2.4,Hybrid,1996,163200,5068,2.4,1996,163200.0,5068.0
VW,Polo,1.0,Petrol,1993,264747,523,1.0,1993,264747.0,523.0
BMW,Z4,3.0,Petrol,2008,126602,12783,2.9000000000000004,2008,126602.0,12783.0
VW,Polo,1.4,Petrol,2014,54920,13905,1.4,2014,54920.0,13905.0
Porsche,718 Cayman,2.0,Petrol,2017,37929,42486,2.0,2017,37929.0,42486.0
VW,Passat,1.4,Diesel,1996,202467,2072,1.4,1996,202467.0,2072.0
VW,Polo,1.6,Petrol,2002,207473,2036,1.6,2002,207473.0,2036.0
VW,Passat,1.8,Petrol,1995,99348,4850,1.8,1995,99348.0,4850.0
BMW,Z4,2.0,Petrol,2002,171574,4848,2.0,2002,171574.0,4848.0
VW,Polo,1.2,Petrol,1994,113577,2253,1.2,1994,113577.0,2253.0
Ford,Mondeo,1.6,Diesel,1999,73311,7126,1.6,1999,73311.0,7126.0
Ford,Fiesta,1.2,Petrol,2017,15811,19276,1.2,2017,15811.0,19276.0
Toyota,RAV4,2.0,Hybrid,2006,63187,19124,2.0,2006,63187.0,19124.0
Toyota,Prius,1.0,Hybrid,1988,97744,2729,1.0,1988,97744.0,2729.0
Ford,Focus,2.0,Hybrid,2009,101652,14655,2.0,2009,101652.0,14655.0
VW,Passat,1.8,Diesel,2006,63662,13578,1.8,2006,63662.0,13578.0
Toyota,RAV4,2.2,Hybrid,2019,39694,55273,2.2,2019,39694.0,42975.125
Toyota,RAV4,2.4,Petrol,1998,128069,6416,2.4,1998,128069.0,6416.0
VW,Passat,1.6,Diesel,1999,167787,3651,1.6,1999,167787.0,3651.0
Toyota,RAV4,2.0,Petrol,2015,29867,35632,2.0,2015,29867.0,35632.0
Ford,Focus,1.6,Diesel,2016,59247,24510,1.6,2016,59247.0,24510.0
Ford,Focus,1.0,Petrol,2003,59627,7738,1.0,2003,59627.0,7738.0
VW,Passat,2.0,Diesel,2000,154718,4866,2.0,2000,154718.0,4866.0
BMW,M5,4.4,Petrol,2000,45453,28910,2.9000000000000004,2000,45453.0,28910.0
Porsche,Cayenne,3.0,Petrol,2017,39550,61019,2.9000000000000004,2017,39550.0,42975.125
VW,Passat,1.4,Diesel,1989,197821,1353,1.4,1989,197821.0,1353.0
Toyota,RAV4,2.0,Hybrid,2002,75949,13452,2.0,2002,75949.0,13452.0
Ford,Fiesta,1.4,Petrol,2006,111866,5347,1.4,2006,111866.0,5347.0
Toyota,Prius,1.4,Hybrid,1991,231489,1297,1.4,1991,231489.0,1297.0
Ford,Fiesta,1.4,Petrol,2016,40656,16906,1.4,2016,40656.0,16906.0
Ford,Fiesta,1.4,Petrol,2002,157818,2844,1.4,2002,157818.0,2844.0
Porsche,718 Cayman,2.0,Petrol,2011,80003,21730,2.0,2011,80003.0,21730.0
Toyota,RAV4,1.8,Hybrid,2004,142364,8879,1.8,2004,142364.0,8879.0
Toyota,RAV4,2.2,Hybrid,2003,144890,8997,2.2,2003,144890.0,8997.0
BMW,X3,3.0,Diesel,2010,6500,35420,2.9000000000000004,2010,6500.0,35420.0
BMW,Z4,3.0,Petrol,1997,150867,5056,2.9000000000000004,1997,150867.0,5056.0
Toyota,RAV4,2.0,Hybrid,2006,63219,19120,2.0,2006,63219.0,19120.0
VW,Passat,1.6,Diesel,1993,146409,2921,1.6,1993,146409.0,2921.0
VW,Golf,1.2,Diesel,1988,115945,1848,1.2,1988,115945.0,1848.0
VW,Polo,2.0,Petrol,1991,207516,1092,2.0,1991,207516.0,1092.0
VW,Polo,1.6,Petrol,2005,73041,7245,1.6,2005,73041.0,7245.0
Toyota,Yaris,1.0,Hybrid,1990,92148,2498,1.0,1990,92148.0,2498.0
VW,Golf,2.0,Petrol,2011,83146,13381,2.0,2011,83146.0,13381.0
Ford,Fiesta,1.0,Petrol,1993,200930,912,1.0,1993,200930.0,912.0
Toyota,Yaris,1.0,Hybrid,2017,58811,18956,1.0,2017,58811.0,18956.0
BMW,X3,2.4,Diesel,1987,332089,492,2.4,1987,314974.125,492.0
VW,Golf,1.4,Petrol,2000,156883,3055,1.4,2000,156883.0,3055.0
VW,Passat,1.4,Diesel,2008,126818,8682,1.4,2008,126818.0,8682.0
Ford,Mondeo,1.8,Diesel,1999,241522,1910,1.8,1999,241522.0,1910.0
VW,Polo,2.0,Petrol,2002,50482,7679,2.0,2002,50482.0,7679.0
BMW,Z4,2.4,Petrol,1996,124956,5203,2.4,1996,124956.0,5203.0
Toyota,Yaris,1.2,Petrol,1998,93867,3839,1.2,1998,93867.0,3839.0
Ford,Focus,1.0,Petrol,2003,116651,5173,1.0,2003,116651.0,5173.0
VW,Passat,1.8,Diesel,1995,125035,4196,1.8,1995,125035.0,4196.0
VW,Passat,1.6,Diesel,2007,129620,8495,1.6,2007,129620.0,8495.0
Toyota,Prius,1.4,Hybrid,2019,15450,43057,1.4,2019,15450.0,42975.125
VW,Golf,1.2,Petrol,2007,106879,6690,1.2,2007,106879.0,6690.0
VW,Passat,1.8,Diesel,1992,227050,1444,1.8,1992,227050.0,1444.0
Toyota,Yaris,1.2,Petrol,2011,103659,8505,1.2,2011,103659.0,8505.0
Toyota,RAV4,1.8,Hybrid,1993,219865,2194,1.8,1993,219865.0,2194.0
Ford,Focus,1.0,Petrol,2005,141742,4855,1.0,2005,141742.0,4855.0
Toyota,Yaris,1.4,Petrol,2021,21148,30572,1.4,2021,21148.0,30572.0
VW,Golf,1.6,Diesel,1995,288859,751,1.6,1995,288859.0,751.0
Ford,Mondeo,2.0,Hybrid,2005,127755,9124,2.0,2005,127755.0,9124.0
VW,Golf,1.8,Petrol,1992,124113,2644,1.8,1992,124113.0,2644.0
Toyota,Prius,1.8,Hybrid,1998,199734,3117,1.8,1998,199734.0,3117.0
Porsche,718 Cayman,2.4,Petrol,2017,36157,47032,2.4,2017,36157.0,42975.125
Ford,Fiesta,1.2,Petrol,1992,191169,1018,1.2,1992,191169.0,1018.0
Toyota,RAV4,2.4,Hybrid,1998,147968,6567,2.4,1998,147968.0,6567.0
Ford,Fiesta,1.2,Hybrid,1989,123801,1745,1.2,1989,123801.0,1745.0
Toyota,RAV4,2.2,Hybrid,2014,46553,37992,2.2,2014,46553.0,37992.0
VW,Passat,1.4,Diesel,2004,70629,10007,1.4,2004,70629.0,10007.0
VW,Polo,1.4,Petrol,2002,43556,6704,1.4,2002,43556.0,6704.0
Ford,Mondeo,1.8,Hybrid,1986,181164,1571,1.8,1986,181164.0,1571.0
BMW,M5,5.0,Petrol,2010,104807,40132,2.9000000000000004,2010,104807.0,40132.0
Toyota,Prius,1.8,Hybrid,2006,84083,13402,1.8,2006,84083.0,13402.0
BMW,M5,4.0,Petrol,1992,267251,2691,2.9000000000000004,1992,267251.0,2691.0
BMW,Z4,2.2,Petrol,1994,14500,9078,2.2,1994,14500.0,9078.0
VW,Golf,1.4,Petrol,2000,152342,3172,1.4,2000,152342.0,3172.0
Toyota,Yaris,1.0,Petrol,2006,131363,4502,1.0,2006,131363.0,4502.0
Toyota,Prius,1.4,Hybrid,2008,69177,14952,1.4,2008,69177.0,14952.0
Toyota,Yaris,1.2,Petrol,2007,96435,6867,1.2,2007,96435.0,6867.0
Toyota,Yaris,1.4,Hybrid,2018,32960,28089,1.4,2018,32960.0,28089.0
Toyota,Yaris,1.0,Petrol,1995,186725,1366,1.0,1995,186725.0,1366.0
VW,Passat,2.0,Petrol,1996,125812,4476,2.0,1996,125812.0,4476.0
Ford,Mondeo,1.4,Diesel,1999,108653,5182,1.4,1999,108653.0,5182.0
Toyota,Prius,1.0,Hybrid,1993,161333,2314,1.0,1993,161333.0,2314.0
Toyota,Yaris,1.0,Petrol,2017,35075,18280,1.0,2017,35075.0,18280.0
VW,Polo,2.0,Petrol,2013,59719,15078,2.0,2013,59719.0,15078.0
Ford,Fiesta,1.4,Petrol,2019,11119,24393,1.4,2019,11119.0,24393.0
Toyota,RAV4,2.0,Hybrid,1998,220313,3215,2.0,1998,220313.0,3215.0
VW,Golf,1.4,Diesel,2009,78702,10609,1.4,2009,78702.0,10609.0
VW,Golf,1.8,Petrol,2001,109418,5389,1.8,2001,109418.0,5389.0
Toyota,RAV4,2.4,Hybrid,2007,129570,13864,2.4,2007,129570.0,13864.0
Ford,Mondeo,2.0,Diesel,1998,174671,3410,2.0,1998,174671.0,3410.0
VW,Polo,1.0,Petrol,2021,17706,23338,1.0,2021,17706.0,23338.0
VW,Golf,1.4,Diesel,1997,126381,3357,1.4,1997,126381.0,3357.0
VW,Golf,2.0,Petrol,1989,218477,1029,2.0,1989,218477.0,1029.0
BMW,X3,2.0,Petrol,2001,115825,7467,2.0,2001,115825.0,7467.0
BMW,M5,4.0,Petrol,2008,100611,32400,2.9000000000000004,2008,100611.0,32400.0
Ford,Fiesta,1.4,Petrol,1998,201393,1499,1.4,1998,201393.0,1499.0
VW,Polo,1.0,Petrol,2008,89410,6246,1.0,2008,89410.0,6246.0
BMW,X3,2.4,Diesel,2008,80723,17680,2.4,2008,80723.0,17680.0
VW,Golf,1.2,Petrol,2010,64703,10985,1.2,2010,64703.0,10985.0
VW,Golf,1.4,Diesel,2017,22728,25636,1.4,2017,22728.0,25636.0
Toyota,Yaris,1.4,Hybrid,1994,178398,1949,1.4,1994,178398.0,1949.0
VW,Polo,1.0,Petrol,2009,104668,5978,1.0,2009,104668.0,5978.0
Ford,Fiesta,1.2,Petrol,1995,157801,1651,1.2,1995,157801.0,1651.0
Toyota,RAV4,2.4,Hybrid,2016,36761,48097,2.4,2016,36761.0,42975.125
VW,Golf,1.8,Diesel,2020,12510,37534,1.8,2020,12510.0,37534.0
VW,Golf,1.4,Petrol,2007,147720,5253,1.4,2007,147720.0,5253.0
Ford,Fiesta,1.2,Petrol,2005,53340,6953,1.2,2005,53340.0,6953.0
Toyota,Yaris,1.4,Petrol,2004,101320,5860,1.4,2004,101320.0,5860.0
Ford,Focus,1.0,Petrol,1994,140081,2363,1.0,1994,140081.0,2363.0
Ford,Mondeo,1.6,Diesel,1998,122345,4670,1.6,1998,122345.0,4670.0
VW,Golf,2.0,Petrol,1994,102116,3761,2.0,1994,102116.0,3761.0
Ford,Focus,1.4,Petrol,2018,23495,30938,1.4,2018,23495.0,30938.0
Ford,Focus,1.4,Petrol,2012,66045,15999,1.4,2012,66045.0,15999.0
VW,Golf,1.4,Petrol,1996,96734,3739,1.4,1996,96734.0,3739.0
BMW,Z4,2.4,Petrol,1992,268085,1147,2.4,1992,268085.0,1147.0
VW,Polo,1.4,Petrol,2007,158796,4041,1.4,2007,158796.0,4041.0
Ford,Mondeo,1.8,Diesel,1999,120654,5364,1.8,1999,120654.0,5364.0
Toyota,RAV4,2.0,Hybrid,2005,127682,11242,2.0,2005,127682.0,11242.0
Toyota,Yaris,1.0,Petrol,1997,139700,2312,1.0,1997,139700.0,2312.0
VW,Polo,1.0,Petrol,2014,36194,13178,1.0,2014,36194.0,13178.0
VW,Passat,1.8,Diesel,1989,121521,2890,1.8,1989,121521.0,2890.0
VW,Passat,2.0,Diesel,2015,66978,25516,2.0,2015,66978.0,25516.0
VW,Passat,1.4,Diesel,2018,35287,31786,1.4,2018,35287.0,31786.0
VW,Passat,1.8,Diesel,2004,62883,11943,1.8,2004,62883.0,11943.0
Porsche,911,3.0,Petrol,1984,188604,3296,2.9000000000000004,1984,188604.0,3296.0
Ford,Fiesta,1.2,Petrol,2013,35870,13184,1.2,2013,35870.0,13184.0
Toyota,Prius,1.0,Hybrid,2001,178615,3409,1.0,2001,178615.0,3409.0
Toyota,Prius,1.0,Hybrid,2002,144825,4830,1.0,2002,144825.0,4830.0
Ford,Mondeo,1.8,Diesel,1991,174484,2031,1.8,1991,174484.0,2031.0
VW,Passat,2.0,Diesel,2011,79007,18020,2.0,2011,79007.0,18020.0
Ford,Focus,2.0,Petrol,2013,79999,18604,2.0,2013,79999.0,18604.0
Toyota,RAV4,2.2,Hybrid,2013,58010,33075,2.2,2013,58010.0,33075.0
Toyota,Yaris,1.0,Hybrid,2008,79735,9049,1.0,2008,79735.0,9049.0
Ford,Focus,1.0,Petrol,2014,39604,18246,1.0,2014,39604.0,18246.0
Toyota,RAV4,2.0,Hybrid,2008,61249,22129,2.0,2008,61249.0,22129.0
Toyota,Prius,1.0,Hybrid,1985,180758,1152,1.0,1985,180758.0,1152.0
Ford,Focus,1.6,Petrol,1995,131869,3411,1.6,1995,131869.0,3411.0
Ford,Mondeo,1.4,Diesel,2003,175814,3943,1.4,2003,175814.0,3943.0
Ford,Fiesta,1.2,Petrol,2015,27916,15775,1.2,2015,27916.0,15775.0
VW,Passat,1.6,Diesel,2020,22986,41659,1.6,2020,22986.0,41659.0
Ford,Fiesta,1.0,Hybrid,2007,31251,9945,1.0,2007,31251.0,9945.0
VW,Passat,1.6,Diesel,1992,134180,3014,1.6,1992,134180.0,3014.0
Ford,Mondeo,1.4,Petrol,1999,58690,6991,1.4,1999,58690.0,6991.0
Ford,Focus,2.0,Petrol,1992,256186,1060,2.0,1992,256186.0,1060.0
BMW,M5,4.0,Petrol,2008,92150,34446,2.9000000000000004,2008,92150.0,34446.0
VW,Polo,1.2,Petrol,1996,181692,1480,1.2,1996,181692.0,1480.0
BMW,Z4,2.0,Petrol,2014,35849,29120,2.0,2014,35849.0,29120.0
VW,Polo,1.6,Petrol,2002,156448,3156,1.6,2002,156448.0,3156.0
VW,Polo,2.0,Petrol,1994,196773,1467,2.0,1994,196773.0,1467.0
Toyota,RAV4,1.8,Hybrid,2007,19078,25281,1.8,2007,19078.0,25281.0
Toyota,Prius,1.4,Hybrid,1998,141553,4495,1.4,1998,141553.0,4495.0
VW,Polo,1.0,Petrol,2013,60850,10584,1.0,2013,60850.0,10584.0
Toyota,Yaris,1.4,Hybrid,2000,164759,3264,1.4,2000,164759.0,3264.0
VW,Passat,1.4,Diesel,2017,37304,29384,1.4,2017,37304.0,29384.0
Toyota,Yaris,1.2,Hybrid,1989,140452,1772,1.2,1989,140452.0,1772.0
Ford,Fiesta,1.0,Hybrid,2002,146611,3163,1.0,2002,146611.0,3163.0
Ford,Focus,1.8,Petrol,2007,99062,10333,1.8,2007,99062.0,10333.0
Ford,Focus,1.6,Petrol,2013,93021,15183,1.6,2013,93021.0,15183.0
VW,Polo,1.2,Petrol,1995,124495,2215,1.2,1995,124495.0,2215.0
VW,Passat,1.8,Diesel,1986,201330,1218,1.8,1986,201330.0,1218.0
VW,Polo,2.0,Petrol,2012,55910,14454,2.0,2012,55910.0,14454.0
Toyota,RAV4,2.0,Hybrid,1993,193666,2918,2.0,1993,193666.0,2918.0
Toyota,Prius,1.0,Hybrid,2006,108556,8368,1.0,2006,108556.0,8368.0
VW,Golf,1.2,Petrol,2008,76202,8902,1.2,2008,76202.0,8902.0
Toyota,Yaris,1.2,Petrol,2000,200615,1849,1.2,2000,200615.0,1849.0
Ford,Fiesta,1.0,Petrol,2018,33949,16987,1.0,2018,33949.0,16987.0
Toyota,Prius,1.8,Hybrid,2013,47606,27175,1.8,2013,47606.0,27175.0
Toyota,Prius,1.0,Hybrid,2022,6298,46643,1.0,2022,6298.0,42975.125
Toyota,Yaris,1.2,Petrol,1995,260215,771,1.2,1995,260215.0,771.0
BMW,M5,4.4,Petrol,2011,83812,46805,2.9000000000000004,2011,83812.0,42975.125
VW,Golf,1.6,Hybrid,2014,77544,18234,1.6,2014,77544.0,18234.0
VW,Passat,1.4,Petrol,2006,141595,6437,1.4,2006,141595.0,6437.0
BMW,X3,2.0,Diesel,1994,112932,5026,2.0,1994,112932.0,5026.0
Ford,Mondeo,1.4,Diesel,2008,47938,14313,1.4,2008,47938.0,14313.0
Ford,Mondeo,2.0,Diesel,2018,41285,34700,2.0,2018,41285.0,34700.0
Ford,Focus,1.0,Petrol,1991,277864,572,1.0,1991,277864.0,572.0
Toyota,Yaris,1.4,Petrol,1992,183644,1359,1.4,1992,183644.0,1359.0
Toyota,Yaris,1.2,Hybrid,2012,35786,17146,1.2,2012,35786.0,17146.0
Ford,Focus,1.8,Petrol,2011,75721,15906,1.8,2011,75721.0,15906.0
Toyota,Prius,1.4,Hybrid,1992,182349,2144,1.4,1992,182349.0,2144.0
Ford,Mondeo,1.4,Diesel,2003,89768,7765,1.4,2003,89768.0,7765.0
Ford,Focus,1.6,Petrol,2020,26691,37119,1.6,2020,26691.0,37119.0
Toyota,Prius,1.4,Hybrid,1995,171623,2870,1.4,1995,171623.0,2870.0
Ford,Focus,1.6,Diesel,1996,103435,4758,1.6,1996,103435.0,4758.0
Ford,Mondeo,1.6,Diesel,1998,111197,5084,1.6,1998,111197.0,5084.0
VW,Polo,1.6,Petrol,2000,164570,2582,1.6,2000,164570.0,2582.0
BMW,M5,4.4,Petrol,2000,93102,21050,2.9000000000000004,2000,93102.0,21050.0
Toyota,Yaris,1.0,Petrol,2006,64226,7325,1.0,2006,64226.0,7325.0
VW,Polo,1.0,Petrol,1991,207569,772,1.0,1991,207569.0,772.0
Ford,Fiesta,1.4,Petrol,2016,57701,15209,1.4,2016,57701.0,15209.0
Ford,Fiesta,1.0,Petrol,2013,60435,10340,1.0,2013,60435.0,10340.0
Toyota,RAV4,2.0,Petrol,2002,193057,4455,2.0,2002,193057.0,4455.0
Ford,Focus,1.0,Petrol,1999,16771,7645,1.0,1999,16771.0,7645.0
Ford,Mondeo,1.8,Diesel,2018,4053,40494,1.8,2018,4053.0,40494.0
Ford,Focus,1.8,Petrol,2000,129260,5155,1.8,2000,129260.0,5155.0
Toyota,RAV4,1.8,Hybrid,2019,22458,55225,1.8,2019,22458.0,42975.125
Ford,Mondeo,1.8,Diesel,2016,52416,26904,1.8,2016,52416.0,26904.0
VW,Golf,1.6,Petrol,2007,80374,9345,1.6,2007,80374.0,9345.0
Porsche,Cayenne,4.0,Diesel,2011,79928,38226,2.9000000000000004,2011,79928.0,38226.0
Toyota,RAV4,2.4,Hybrid,2015,49471,41659,2.4,2015,49471.0,41659.0
Ford,Fiesta,1.2,Petrol,2016,38044,15898,1.2,2016,38044.0,15898.0
Toyota,Prius,1.4,Hybrid,2016,18173,34735,1.4,2016,18173.0,34735.0
BMW,Z4,2.2,Petrol,2000,81102,8983,2.2,2000,81102.0,8983.0
Ford,Fiesta,1.0,Petrol,2007,131196,4161,1.0,2007,131196.0,4161.0
Porsche,718 Cayman,2.4,Petrol,2019,18747,59327,2.4,2019,18747.0,42975.125
Ford,Focus,1.4,Diesel,2009,75527,12908,1.4,2009,75527.0,12908.0
Toyota,Yaris,1.4,Petrol,1989,171114,1238,1.4,1989,171114.0,1238.0
Porsche,718 Cayman,2.4,Petrol,1993,186303,3107,2.4,1993,186303.0,3107.0
VW,Polo,2.0,Petrol,2007,100551,7626,2.0,2007,100551.0,7626.0
VW,Golf,1.4,Petrol,2019,36116,25838,1.4,2019,36116.0,25838.0
Toyota,Prius,1.0,Hybrid,2013,87380,15565,1.0,2013,87380.0,15565.0
VW,Polo,1.6,Petrol,2018,35869,21806,1.6,2018,35869.0,21806.0
Ford,Focus,1.8,Petrol,2001,155731,4451,1.8,2001,155731.0,4451.0
VW,Golf,2.0,Diesel,2001,167373,3755,2.0,2001,167373.0,3755.0
Toyota,RAV4,2.4,Hybrid,2001,210538,4695,2.4,2001,210538.0,4695.0
VW,Passat,1.8,Diesel,2005,83958,11073,1.8,2005,83958.0,11073.0
Ford,Mondeo,1.8,Diesel,2015,57534,24365,1.8,2015,57534.0,24365.0
BMW,M5,4.0,Petrol,1993,65351,15234,2.9000000000000004,1993,65351.0,15234.0
Toyota,Yaris,1.0,Petrol,2008,108389,6137,1.0,2008,108389.0,6137.0
Toyota,Yaris,1.2,Hybrid,2014,74824,15294,1.2,2014,74824.0,15294.0
VW,Golf,1.6,Petrol,1989,289757,475,1.6,1989,289757.0,475.0
Toyota,Prius,1.8,Hybrid,2003,137184,7366,1.8,2003,137184.0,7366.0
Toyota,Prius,1.8,Hybrid,2012,30522,28149,1.8,2012,30522.0,28149.0
Toyota,Yaris,1.0,Petrol,1997,105683,3007,1.0,1997,105683.0,3007.0
Ford,Mondeo,1.4,Hybrid,2009,107477,11637,1.4,2009,107477.0,11637.0
Ford,Focus,1.4,Petrol,1995,195355,1877,1.4,1995,195355.0,1877.0
Toyota,RAV4,1.8,Hybrid,2004,148281,8463,1.8,2004,148281.0,8463.0
Ford,Fiesta,1.4,Petrol,2009,109854,6630,1.4,2009,109854.0,6630.0
BMW,X3,3.0,Diesel,2002,134106,8905,2.9000000000000004,2002,134106.0,8905.0
Ford,Mondeo,2.0,Diesel,2017,46668,31416,2.0,2017,46668.0,31416.0
VW,Passat,2.0,Diesel,2016,27726,34734,2.0,2016,27726.0,34734.0
Toyota,Prius,1.4,Hybrid,1993,84861,4941,1.4,1993,84861.0,4941.0
BMW,X3,2.4,Diesel,1994,87870,6613,2.4,1994,87870.0,6613.0
Ford,Fiesta,1.4,Petrol,1997,219548,1193,1.4,1997,219548.0,1193.0
VW,Passat,1.8,Diesel,1991,241078,1188,1.8,1991,241078.0,1188.0
Toyota,Yaris,1.4,Hybrid,1990,197113,1269,1.4,1990,197113.0,1269.0
Porsche,911,2.6,Petrol,2012,20385,67692,2.6,2012,20385.0,42975.125
VW,Golf,1.4,Diesel,1996,164354,2309,1.4,1996,164354.0,2309.0
Toyota,Yaris,1.4,Hybrid,1993,235742,1096,1.4,1993,235742.0,1096.0
BMW,X3,2.0,Diesel,1997,221906,2464,2.0,1997,221906.0,2464.0
VW,Polo,1.4,Petrol,2020,22602,25146,1.4,2020,22602.0,25146.0
VW,Golf,1.8,Petrol,2004,123597,5908,1.8,2004,123597.0,5908.0
Porsche,718 Cayman,2.4,Petrol,1990,208018,2102,2.4,1990,208018.0,2102.0
Toyota,RAV4,1.8,Hybrid,2005,88534,14282,1.8,2005,88534.0,14282.0
Porsche,Cayenne,2.6,Petrol,2000,189838,5921,2.6,2000,189838.0,5921.0
VW,Passat,1.6,Diesel,2019,16205,40450,1.6,2019,16205.0,40450.0
Toyota,Yaris,1.2,Petrol,2020,6631,28615,1.2,2020,6631.0,28615.0
VW,Polo,1.0,Petrol,2007,56551,7293,1.0,2007,56551.0,7293.0
VW,Polo,1.2,Diesel,2018,28111,20740,1.2,2018,28111.0,20740.0
VW,Polo,1.2,Petrol,1991,251850,566,1.2,1991,251850.0,566.0
Porsche,911,3.0,Petrol,1996,159283,9413,2.9000000000000004,1996,159283.0,9413.0
BMW,Z4,2.2,Petrol,2011,85974,18079,2.2,2011,85974.0,18079.0
Ford,Fiesta,1.2,Petrol,1998,169662,1826,1.2,1998,169662.0,1826.0
VW,Polo,2.0,Petrol,2007,132231,5991,2.0,2007,132231.0,5991.0
Ford,Mondeo,2.0,Diesel,2013,80920,19234,2.0,2013,80920.0,19234.0
VW,Passat,1.4,Diesel,1994,170158,2398,1.4,1994,170158.0,2398.0
Ford,Fiesta,1.2,Petrol,2010,85400,7837,1.2,2010,85400.0,7837.0
VW,Passat,1.6,Diesel,2000,171668,3777,1.6,2000,171668.0,3777.0
VW,Golf,1.4,Diesel,2009,90847,9744,1.4,2009,90847.0,9744.0
Ford,Fiesta,1.4,Petrol,2011,100879,8097,1.4,2011,100879.0,8097.0
BMW,Z4,2.0,Petrol,1991,54431,5610,2.0,1991,54431.0,5610.0
Toyota,RAV4,2.0,Hybrid,2004,166273,7686,2.0,2004,166273.0,7686.0
VW,Golf,1.4,Petrol,1992,161191,1729,1.4,1992,161191.0,1729.0
VW,Passat,1.6,Diesel,2007,50734,14863,1.6,2007,50734.0,14863.0
VW,Passat,1.4,Diesel,2007,110459,9207,1.4,2007,110459.0,9207.0
Toyota,Yaris,1.0,Hybrid,2005,114951,5738,1.0,2005,114951.0,5738.0
Toyota,RAV4,1.8,Hybrid,2021,9978,67504,1.8,2021,9978.0,42975.125
Ford,Mondeo,2.0,Diesel,2009,101328,12736,2.0,2009,101328.0,12736.0
Ford,Focus,2.0,Petrol,2004,141860,6418,2.0,2004,141860.0,6418.0
Toyota,RAV4,2.4,Hybrid,1988,267113,1176,2.4,1988,267113.0,1176.0
Toyota,RAV4,2.4,Petrol,2017,39368,42186,2.4,2017,39368.0,42186.0
Porsche,718 Cayman,4.0,Petrol,1993,180916,4202,2.9000000000000004,1993,180916.0,4202.0
Toyota,RAV4,2.4,Hybrid,2000,96376,11172,2.4,2000,96376.0,11172.0
Toyota,Yaris,1.2,Petrol,1994,126368,2304,1.2,1994,126368.0,2304.0
